Timestamp,Animal,Count
2025-10-10 00:38:26,Penguin,1
2025-10-10 00:38:26,Penguin,1
2025-10-10 00:38:26,Penguin,1
2025-10-10 00:38:27,Penguin,1
2025-10-10 00:38:27,Monkey,1
2025-10-10 00:38:27,Monkey,1
2025-10-10 00:38:27,Monkey,1
2025-10-10 00:38:28,Penguin,1
2025-10-10 00:38:28,Penguin,1
2025-10-10 00:38:28,Monkey,1
2025-10-10 00:38:28,Monkey,1
2025-10-10 00:38:28,Monkey,1
2025-10-10 00:38:29,Monkey,1
2025-10-10 00:38:29,Monkey,1
2025-10-10 00:38:29,Monkey,1
2025-10-10 00:38:30,Monkey,1
2025-10-10 00:38:30,Monkey,1
2025-10-10 00:38:30,Monkey,1
2025-10-10 00:38:31,Monkey,1
2025-10-10 00:38:31,Monkey,1
2025-10-10 00:38:31,Monkey,1
2025-10-10 00:38:32,Monkey,1
2025-10-10 00:38:32,Penguin,1
2025-10-10 00:38:33,Penguin,1
2025-10-10 00:38:33,Penguin,1
2025-10-10 00:38:33,Rabbit,1
2025-10-10 00:38:34,Penguin,1
2025-10-10 00:38:34,Penguin,2
2025-10-10 00:38:34,Penguin,1
2025-10-10 00:38:35,Penguin,1
2025-10-10 00:38:35,Penguin,1
2025-10-10 00:38:49,Penguin,1
2025-10-10 00:38:51,Penguin,1
2025-10-10 00:38:51,Penguin,1
2025-10-10 00:38:52,Monkey,1
2025-10-10 00:38:52,Penguin,1
2025-10-10 00:38:52,Penguin,1
2025-10-10 00:38:52,Penguin,1
2025-10-10 00:38:52,Monkey,1
2025-10-10 00:38:53,Penguin,1
2025-10-10 00:38:53,Penguin,1
2025-10-10 00:38:53,Penguin,1
2025-10-10 00:38:54,Penguin,1
2025-10-10 00:38:54,Penguin,1
2025-10-10 00:38:54,Penguin,1
2025-10-10 00:38:54,Penguin,1
2025-10-10 00:38:55,Penguin,1
2025-10-10 00:38:55,Penguin,1
2025-10-10 00:38:55,Penguin,2
2025-10-10 00:38:55,Penguin,1
2025-10-10 00:38:55,Penguin,1
2025-10-10 00:38:56,Penguin,1
2025-10-10 00:38:56,Penguin,1
2025-10-10 00:38:56,Penguin,1
2025-10-10 00:38:56,Penguin,1
2025-10-10 00:38:57,Penguin,1
2025-10-10 00:38:57,Penguin,1
2025-10-10 00:38:57,Penguin,1
2025-10-10 00:38:57,Monkey,1
2025-10-10 00:38:58,Penguin,1
2025-10-10 00:38:58,Penguin,2
2025-10-10 00:38:58,Penguin,1
2025-10-10 00:38:58,Penguin,1
2025-10-10 00:38:59,Penguin,1
2025-10-10 00:38:59,Penguin,2
2025-10-10 00:39:00,Penguin,1
2025-10-10 00:39:00,Penguin,1
2025-10-10 00:39:00,Penguin,1
2025-10-10 00:39:00,Penguin,2
2025-10-10 00:39:01,Penguin,1
2025-10-10 00:39:01,Penguin,2
2025-10-10 00:39:02,Penguin,1
2025-10-10 00:39:02,Penguin,1
2025-10-10 00:39:02,Penguin,1
2025-10-10 00:39:02,Penguin,1
2025-10-10 00:39:03,Penguin,1
2025-10-10 00:39:03,Penguin,1
2025-10-10 00:39:03,Penguin,1
2025-10-10 00:39:03,Penguin,1
2025-10-10 00:39:03,Penguin,1
2025-10-10 00:39:04,Penguin,1
2025-10-10 00:39:04,Penguin,1
2025-10-10 00:39:04,Penguin,1
2025-10-10 00:39:04,Penguin,1


2025-10-30 09:42:30,Elephant,1
2025-10-30 09:42:32,Monkey,1
2025-10-30 09:42:32,Monkey,1
2025-10-30 09:42:33,Rabbit,1
2025-10-30 09:42:34,Rabbit,1
2025-10-30 09:42:35,Elephant,1
2025-10-30 09:42:36,Elephant,1
2025-10-30 09:42:37,Monkey,1
2025-10-30 09:42:39,Elephant,1
2025-10-30 09:42:40,Monkey,1
2025-10-30 09:42:40,Monkey,1
2025-10-30 09:42:41,Monkey,1
2025-10-30 09:42:41,Monkey,1
2025-10-30 09:42:41,Elephant,1
2025-10-30 09:42:42,Monkey,1
2025-10-30 09:42:42,Elephant,1
2025-10-30 09:42:42,Elephant,1
2025-10-30 09:42:42,Monkey,1
2025-10-30 09:42:42,Monkey,1
2025-10-30 09:42:43,Elephant,1
2025-10-30 09:42:44,Elephant,1
2025-10-30 09:42:45,Monkey,1
2025-10-30 09:42:46,Elephant,1
2025-10-30 09:42:50,Monkey,1
2025-10-30 09:42:50,Monkey,1
2025-10-30 09:42:51,Monkey,1
2025-10-30 09:43:00,Monkey,1
2025-10-30 09:43:00,Monkey,1
2025-10-30 09:43:01,Elephant,1
2025-10-30 09:43:01,Monkey,1
2025-10-30 09:43:01,Monkey,1
2025-10-30 09:43:01,Monkey,1
2025-10-30 09:43:01,Monkey,1
2025-10-30 09:43:01,Monkey,1
2025-10-30 09:43:02,Monkey,1
2025-10-30 09:43:02,Monkey,1
2025-10-30 09:43:02,Monkey,1
2025-10-30 09:43:02,Monkey,1
2025-10-30 09:43:03,Monkey,1
2025-10-30 09:43:03,Monkey,1
2025-10-30 09:43:03,Monkey,1
2025-10-30 09:43:03,Monkey,1
2025-10-30 09:43:04,Monkey,1
